repositorio,url,pull_requests_aceitas
junegunn/vim-plug,https://github.com/junegunn/vim-plug,181
alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react,75
airbnb/lottie-android,https://github.com/airbnb/lottie-android,720
jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,912
koajs/koa,https://github.com/koajs/koa,554
permissionlesstech/bitchat,https://github.com/permissionlesstech/bitchat,508
opentofu/manifesto,https://github.com/opentofu/manifesto,765
restic/restic,https://github.com/restic/restic,2442
gchq/CyberChef,https://github.com/gchq/CyberChef,797
microsoft/graphrag,https://github.com/microsoft/graphrag,755
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,98
continuedev/continue,https://github.com/continuedev/continue,4078
refinedev/refine,https://github.com/refinedev/refine,4697
drizzle-team/drizzle-orm,https://github.com/drizzle-team/drizzle-orm,713
jqlang/jq,https://github.com/jqlang/jq,709
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,327
tailscale/tailscale,https://github.com/tailscale/tailscale,8716
casey/just,https://github.com/casey/just,1794
kuchin/awesome-cto,https://github.com/kuchin/awesome-cto,18
nativefier/nativefier,https://github.com/nativefier/nativefier,261
typicode/husky,https://github.com/typicode/husky,263
geekcomputers/Python,https://github.com/geekcomputers/Python,2034
VectifyAI/PageIndex,https://github.com/VectifyAI/PageIndex,95
blakeblackshear/frigate,https://github.com/blakeblackshear/frigate,4168
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,608
hehonghui/awesome-english-ebooks,https://github.com/hehonghui/awesome-english-ebooks,0
fxsjy/jieba,https://github.com/fxsjy/jieba,96
geekan/HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,14
DayuanJiang/next-ai-draw-io,https://github.com/DayuanJiang/next-ai-draw-io,443
utmapp/UTM,https://github.com/utmapp/UTM,292
netty/netty,https://github.com/netty/netty,5764
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,592
bumptech/glide,https://github.com/bumptech/glide,640
sorrycc/awesome-javascript,https://github.com/sorrycc/awesome-javascript,414
zellij-org/zellij,https://github.com/zellij-org/zellij,1526
awesome-foss/awesome-sysadmin,https://github.com/awesome-foss/awesome-sysadmin,369
esengine/DeepSeek-Reasonix,https://github.com/esengine/DeepSeek-Reasonix,3380
gitroomhq/postiz-app,https://github.com/gitroomhq/postiz-app,299
laravel/framework,https://github.com/laravel/framework,18500
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,0
qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,161
TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,705
BVLC/caffe,https://github.com/BVLC/caffe,1087
lissy93/web-check,https://github.com/lissy93/web-check,74
ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,202
kovidgoyal/kitty,https://github.com/kovidgoyal/kitty,1493
v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,1037
nothings/stb,https://github.com/nothings/stb,294
anthropics/financial-services,https://github.com/anthropics/financial-services,40
raysan5/raylib,https://github.com/raysan5/raylib,2660
derailed/k9s,https://github.com/derailed/k9s,1068
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,4161
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,174
huggingface/diffusers,https://github.com/huggingface/diffusers,6032
xitu/gold-miner,https://github.com/xitu/gold-miner,3563
jaredpalmer/formik,https://github.com/jaredpalmer/formik,836
nodejs/node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,218
python-poetry/poetry,https://github.com/python-poetry/poetry,2542
TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,798
agentscope-ai/QwenPaw,https://github.com/agentscope-ai/QwenPaw,2239
openai/CLIP,https://github.com/openai/CLIP,30
balena-io/etcher,https://github.com/balena-io/etcher,1733
backstage/backstage,https://github.com/backstage/backstage,21593
swc-project/swc,https://github.com/swc-project/swc,6168
ehang-io/nps,https://github.com/ehang-io/nps,74
seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,5308
lightpanda-io/browser,https://github.com/lightpanda-io/browser,2477
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,117
aristocratos/btop,https://github.com/aristocratos/btop,454
testerSunshine/12306,https://github.com/testerSunshine/12306,31
qdrant/qdrant,https://github.com/qdrant/qdrant,6660
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,15
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,5
zxing/zxing,https://github.com/zxing/zxing,387
OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,161
fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,2212
chenfei-wu/TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,21
MonitorControl/MonitorControl,https://github.com/MonitorControl/MonitorControl,223
K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,77
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,531
NginxProxyManager/nginx-proxy-manager,https://github.com/NginxProxyManager/nginx-proxy-manager,740
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,693
lib-pku/libpku,https://github.com/lib-pku/libpku,22
carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,5673
explosion/spaCy,https://github.com/explosion/spaCy,3603
TabbyML/tabby,https://github.com/TabbyML/tabby,3002
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,182
k3s-io/k3s,https://github.com/k3s-io/k3s,4865
SerenityOS/serenity,https://github.com/SerenityOS/serenity,20157
anthropics/claude-plugins-official,https://github.com/anthropics/claude-plugins-official,3233
mli/paper-reading,https://github.com/mli/paper-reading,15
Pythagora-io/gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,397
alibaba/easyexcel,https://github.com/alibaba/easyexcel,190
valinet/ExplorerPatcher,https://github.com/valinet/ExplorerPatcher,24
anoma/anoma,https://github.com/anoma/anoma,898
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,88
binwiederhier/ntfy,https://github.com/binwiederhier/ntfy,421
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,197
apache/kafka,https://github.com/apache/kafka,13865
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,70
tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,12364
langfuse/langfuse,https://github.com/langfuse/langfuse,7608
microsoft/WSL,https://github.com/microsoft/WSL,1432
XX-net/XX-Net,https://github.com/XX-net/XX-Net,364
AFNetworking/AFNetworking,https://github.com/AFNetworking/AFNetworking,710
nicolargo/glances,https://github.com/nicolargo/glances,829
MetaCubeX/mihomo,https://github.com/MetaCubeX/mihomo,323
lutzroeder/netron,https://github.com/lutzroeder/netron,1
mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,281
google/comprehensive-rust,https://github.com/google/comprehensive-rust,2512
remix-run/remix,https://github.com/remix-run/remix,4039
motiondivision/motion,https://github.com/motiondivision/motion,1285
alibaba/nacos,https://github.com/alibaba/nacos,3897
zeromicro/go-zero,https://github.com/zeromicro/go-zero,2511
dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io,1173
waydabber/BetterDisplay,https://github.com/waydabber/BetterDisplay,2
linshenkx/prompt-optimizer,https://github.com/linshenkx/prompt-optimizer,60
certbot/certbot,https://github.com/certbot/certbot,4131
bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,35
AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,461
vbenjs/vue-vben-admin,https://github.com/vbenjs/vue-vben-admin,1919
qier222/YesPlayMusic,https://github.com/qier222/YesPlayMusic,297
Leey21/awesome-ai-research-writing,https://github.com/Leey21/awesome-ai-research-writing,0
cursor/cursor,https://github.com/cursor/cursor,49
pear-devs/pear-desktop,https://github.com/pear-devs/pear-desktop,1659
datawhalechina/happy-llm,https://github.com/datawhalechina/happy-llm,30
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,682
binarywang/WxJava,https://github.com/binarywang/WxJava,1274
ibraheemdev/modern-unix,https://github.com/ibraheemdev/modern-unix,15
adobe/brackets,https://github.com/adobe/brackets,4332
FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,14486
tokio-rs/tokio,https://github.com/tokio-rs/tokio,4009
gulpjs/gulp,https://github.com/gulpjs/gulp,412
