repositorio,url,total_releases
hesreallyhim/awesome-claude-code,https://github.com/hesreallyhim/awesome-claude-code,0
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,47
lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,21
prettier/prettier,https://github.com/prettier/prettier,144
xai-org/grok-1,https://github.com/xai-org/grok-1,0
etcd-io/etcd,https://github.com/etcd-io/etcd,292
VoltAgent/awesome-openclaw-skills,https://github.com/VoltAgent/awesome-openclaw-skills,0
bmad-code-org/BMAD-METHOD,https://github.com/bmad-code-org/BMAD-METHOD,39
google/guava,https://github.com/google/guava,60
anthropics/claude-cookbooks,https://github.com/anthropics/claude-cookbooks,0
dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,37
run-llama/llama_index,https://github.com/run-llama/llama_index,432
expo/expo,https://github.com/expo/expo,0
Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,0
jekyll/jekyll,https://github.com/jekyll/jekyll,112
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,254
charlax/professional-programming,https://github.com/charlax/professional-programming,0
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,0
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,1
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,232
justjavac/wechat-miniapp-radar,https://github.com/justjavac/wechat-miniapp-radar,0
Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,154
cypress-io/cypress,https://github.com/cypress-io/cypress,402
jamiepine/voicebox,https://github.com/jamiepine/voicebox,25
CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,276
diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,278
bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,3
nlohmann/json,https://github.com/nlohmann/json,45
mastodon/mastodon,https://github.com/mastodon/mastodon,360
TanStack/query,https://github.com/TanStack/query,1000
skylot/jadx,https://github.com/skylot/jadx,35
serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,0
AlistGo/alist,https://github.com/AlistGo/alist,149
jgthms/bulma,https://github.com/jgthms/bulma,22
chenglou/pretext,https://github.com/chenglou/pretext,0
tldraw/tldraw,https://github.com/tldraw/tldraw,134
huginn/huginn,https://github.com/huginn/huginn,1
NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,0
Lordog/dive-into-llms,https://github.com/Lordog/dive-into-llms,1
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,0
pandas-dev/pandas,https://github.com/pandas-dev/pandas,122
roboflow/supervision,https://github.com/roboflow/supervision,40
kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,0
hashicorp/terraform,https://github.com/hashicorp/terraform,435
ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,58
ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,825
astral-sh/ruff,https://github.com/astral-sh/ruff,423
Homebrew/brew,https://github.com/Homebrew/brew,509
x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,6
chen08209/FlClash,https://github.com/chen08209/FlClash,106
GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,1
apple/container,https://github.com/apple/container,20
JuliaLang/julia,https://github.com/JuliaLang/julia,203
bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,32
metabase/metabase,https://github.com/metabase/metabase,816
akullpp/awesome-java,https://github.com/akullpp/awesome-java,0
calesthio/OpenMontage,https://github.com/calesthio/OpenMontage,0
tmux/tmux,https://github.com/tmux/tmux,44
algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,0
iamkun/dayjs,https://github.com/iamkun/dayjs,129
DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,0
mudler/LocalAI,https://github.com/mudler/LocalAI,135
upscayl/upscayl,https://github.com/upscayl/upscayl,29
KRTirtho/spotube,https://github.com/KRTirtho/spotube,44
nilbuild/design-patterns-for-humans,https://github.com/nilbuild/design-patterns-for-humans,0
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,0
Aider-AI/aider,https://github.com/Aider-AI/aider,93
brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,0
ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,267
stablyai/orca,https://github.com/stablyai/orca,931
slidevjs/slidev,https://github.com/slidevjs/slidev,429
moeru-ai/airi,https://github.com/moeru-ai/airi,81
pixijs/pixijs,https://github.com/pixijs/pixijs,308
moment/moment,https://github.com/moment/moment,1
karan/Projects,https://github.com/karan/Projects,0
calcom/cal.diy,https://github.com/calcom/cal.diy,611
HKUDS/CLI-Anything,https://github.com/HKUDS/CLI-Anything,3
router-for-me/CLIProxyAPI,https://github.com/router-for-me/CLIProxyAPI,817
hugohe3/ppt-master,https://github.com/hugohe3/ppt-master,22
gogs/gogs,https://github.com/gogs/gogs,98
minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,0
microsoft/qlib,https://github.com/microsoft/qlib,23
bevyengine/bevy,https://github.com/bevyengine/bevy,58
discourse/discourse,https://github.com/discourse/discourse,1
lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,0
prisma/prisma,https://github.com/prisma/prisma,254
oobabooga/textgen,https://github.com/oobabooga/textgen,113
GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,0
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,48
jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,64
dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,1
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,23
slab/quill,https://github.com/slab/quill,95
HKUDS/nanobot,https://github.com/HKUDS/nanobot,19
rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,2
typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,0
lysine-dev/okhttp,https://github.com/lysine-dev/okhttp,0
elder-plinius/CL4R1T4S,https://github.com/elder-plinius/CL4R1T4S,0
gedoor/legado,https://github.com/gedoor/legado,0
v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,247
KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,17
serverless/serverless,https://github.com/serverless/serverless,494
exo-explore/exo,https://github.com/exo-explore/exo,16
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,0
multica-ai/multica,https://github.com/multica-ai/multica,141
kepano/obsidian-skills,https://github.com/kepano/obsidian-skills,0
hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,31
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,189
zhayujie/CowAgent,https://github.com/zhayujie/CowAgent,80
SimplifyJobs/Summer2027-Internships,https://github.com/SimplifyJobs/Summer2027-Internships,0
apache/airflow,https://github.com/apache/airflow,126
usebruno/bruno,https://github.com/usebruno/bruno,171
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,0
9001/copyparty,https://github.com/9001/copyparty,346
docker/awesome-compose,https://github.com/docker/awesome-compose,0
ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,0
iina/iina,https://github.com/iina/iina,51
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,1000
jgm/pandoc,https://github.com/jgm/pandoc,158
coqui-ai/TTS,https://github.com/coqui-ai/TTS,98
Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,0
cli/cli,https://github.com/cli/cli,200
siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,944
helix-editor/helix,https://github.com/helix-editor/helix,30
android/architecture-samples,https://github.com/android/architecture-samples,0
DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,0
zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,27
DavidHDev/react-bits,https://github.com/DavidHDev/react-bits,0
milvus-io/milvus,https://github.com/milvus-io/milvus,170
google/zx,https://github.com/google/zx,100
karanpratapsingh/system-design,https://github.com/karanpratapsingh/system-design,0
streamlit/streamlit,https://github.com/streamlit/streamlit,125
abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,0
ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,0
QuantumNous/new-api,https://github.com/QuantumNous/new-api,0
Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,0
jestjs/jest,https://github.com/jestjs/jest,0
isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,0
grpc/grpc,https://github.com/grpc/grpc,0
sickn33/agentic-awesome-skills,https://github.com/sickn33/agentic-awesome-skills,0
GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,0
pyenv/pyenv,https://github.com/pyenv/pyenv,165
fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,15
MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,124
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,618
meteor/meteor,https://github.com/meteor/meteor,0
coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,39
sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,0
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,81
DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,0
vercel/hyper,https://github.com/vercel/hyper,88
files-community/Files,https://github.com/files-community/Files,140
vnpy/vnpy,https://github.com/vnpy/vnpy,67
getsentry/sentry,https://github.com/getsentry/sentry,176
logseq/logseq,https://github.com/logseq/logseq,153
spf13/cobra,https://github.com/spf13/cobra,27
charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,79
paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,156
NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,10
AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,23
payloadcms/payload,https://github.com/payloadcms/payload,574
sharkdp/fd,https://github.com/sharkdp/fd,44
janhq/jan,https://github.com/janhq/jan,104
streamich/react-use,https://github.com/streamich/react-use,257
parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,52
Kong/kong,https://github.com/Kong/kong,147
yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,0
babel/babel,https://github.com/babel/babel,468
zen-browser/desktop,https://github.com/zen-browser/desktop,185
lysine-dev/retrofit,https://github.com/lysine-dev/retrofit,4
astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,0
apache/spark,https://github.com/apache/spark,0
DataExpert-io/data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,0
aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,0
ccxt/ccxt,https://github.com/ccxt/ccxt,248
ray-project/ray,https://github.com/ray-project/ray,128
juspay/hyperswitch,https://github.com/juspay/hyperswitch,158
colinhacks/zod,https://github.com/colinhacks/zod,205
danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,423
gradio-app/gradio,https://github.com/gradio-app/gradio,1000
Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,0
ziglang/zig,https://github.com/ziglang/zig,21
alex/what-happens-when,https://github.com/alex/what-happens-when,0
Unitech/pm2,https://github.com/Unitech/pm2,138
HeyPuter/puter,https://github.com/HeyPuter/puter,22
zbezj/HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,54
FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,121
FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,156
mifi/lossless-cut,https://github.com/mifi/lossless-cut,106
juanfont/headscale,https://github.com/juanfont/headscale,140
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,115
Imbad0202/academic-research-skills,https://github.com/Imbad0202/academic-research-skills,40
faif/python-patterns,https://github.com/faif/python-patterns,0
curl/curl,https://github.com/curl/curl,97
k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,0
mingrammer/diagrams,https://github.com/mingrammer/diagrams,46
apachecn/ailearning,https://github.com/apachecn/ailearning,2
Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,106
danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,94
imputnet/cobalt,https://github.com/imputnet/cobalt,0
saadeghi/daisyui,https://github.com/saadeghi/daisyui,227
666ghj/BettaFish,https://github.com/666ghj/BettaFish,6
fastlane/fastlane,https://github.com/fastlane/fastlane,568
LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,0
nolimits4web/swiper,https://github.com/nolimits4web/swiper,103
psf/black,https://github.com/psf/black,55
hexojs/hexo,https://github.com/hexojs/hexo,118
agno-agi/agno,https://github.com/agno-agi/agno,231
aria2/aria2,https://github.com/aria2/aria2,24
freefq/free,https://github.com/freefq/free,0
dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,0
chubin/cheat.sh,https://github.com/chubin/cheat.sh,0
dcloudio/uni-app,https://github.com/dcloudio/uni-app,0
heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,353
apache/dubbo,https://github.com/apache/dubbo,114
yarnpkg/yarn,https://github.com/yarnpkg/yarn,153
tabler/tabler,https://github.com/tabler/tabler,51
sxyazi/yazi,https://github.com/sxyazi/yazi,32
chatboxai/chatbox,https://github.com/chatboxai/chatbox,60
hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,50
exelban/stats,https://github.com/exelban/stats,348
nwjs/nw.js,https://github.com/nwjs/nw.js,0
styled-components/styled-components,https://github.com/styled-components/styled-components,239
XTLS/Xray-core,https://github.com/XTLS/Xray-core,119
luongnv89/claude-howto,https://github.com/luongnv89/claude-howto,10
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,674
bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,0
amruthpillai/reactive-resume,https://github.com/amruthpillai/reactive-resume,136
zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,0
gkd-kit/gkd,https://github.com/gkd-kit/gkd,75
goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,0
vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,102
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,0
Hmbown/CodeWhale,https://github.com/Hmbown/CodeWhale,133
vim/vim,https://github.com/vim/vim,0
facebookresearch/faiss,https://github.com/facebookresearch/faiss,28
ashishps1/awesome-system-design-resources,https://github.com/ashishps1/awesome-system-design-resources,0
appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,308
remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,0
chatanywhere/GPT_API_free,https://github.com/chatanywhere/GPT_API_free,0
bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,0
PatrickJS/awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,0
GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,18
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,1000
trpc/trpc,https://github.com/trpc/trpc,239
pingcap/tidb,https://github.com/pingcap/tidb,215
ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,595
duckdb/duckdb,https://github.com/duckdb/duckdb,63
wg/wrk,https://github.com/wg/wrk,0
LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,46
php/php-src,https://github.com/php/php-src,60
nushell/nushell,https://github.com/nushell/nushell,124
CorentinTh/it-tools,https://github.com/CorentinTh/it-tools,10
ManimCommunity/manim,https://github.com/ManimCommunity/manim,34
outline/outline,https://github.com/outline/outline,166
phaserjs/phaser,https://github.com/phaserjs/phaser,178
microsoft/BitNet,https://github.com/microsoft/BitNet,0
photoprism/photoprism,https://github.com/photoprism/photoprism,83
gofiber/fiber,https://github.com/gofiber/fiber,142
google-research/bert,https://github.com/google-research/bert,0
evanw/esbuild,https://github.com/evanw/esbuild,315
Kong/insomnia,https://github.com/Kong/insomnia,561
langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,559
go-gorm/gorm,https://github.com/go-gorm/gorm,12
schollz/croc,https://github.com/schollz/croc,208
koalaman/shellcheck,https://github.com/koalaman/shellcheck,30
siddharthvaddem/openscreen,https://github.com/siddharthvaddem/openscreen,13
videojs/video.js,https://github.com/videojs/video.js,336
llvm/llvm-project,https://github.com/llvm/llvm-project,159
2noise/ChatTTS,https://github.com/2noise/ChatTTS,7
vadimdemedes/ink,https://github.com/vadimdemedes/ink,81
novuhq/novu,https://github.com/novuhq/novu,144
mindsdb/mindshub,https://github.com/mindsdb/mindshub,339
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,4
floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,0
google/styleguide,https://github.com/google/styleguide,0
lm-sys/FastChat,https://github.com/lm-sys/FastChat,14
halo-dev/halo,https://github.com/halo-dev/halo,269
DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,45
QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,354
TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,147
pola-rs/polars,https://github.com/pola-rs/polars,265
AstrBotDevs/AstrBot,https://github.com/AstrBotDevs/AstrBot,250
google/leveldb,https://github.com/google/leveldb,21
freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,0
suno-ai/bark,https://github.com/suno-ai/bark,0
ShareX/ShareX,https://github.com/ShareX/ShareX,90
drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,0
bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,1
HKUDS/LightRAG,https://github.com/HKUDS/LightRAG,81
google/googletest,https://github.com/google/googletest,12
wshobson/agents,https://github.com/wshobson/agents,0
deepseek-ai/awesome-deepseek-integration,https://github.com/deepseek-ai/awesome-deepseek-integration,0
datalab-to/marker,https://github.com/datalab-to/marker,72
mattermost/mattermost,https://github.com/mattermost/mattermost,1000
rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,0
RSSNext/Folo,https://github.com/RSSNext/Folo,113
preactjs/preact,https://github.com/preactjs/preact,251
Dogfalo/materialize,https://github.com/Dogfalo/materialize,41
aseprite/aseprite,https://github.com/aseprite/aseprite,130
YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,66
DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,42
spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,28
lapce/lapce,https://github.com/lapce/lapce,35
ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,38
ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,34
Yeachan-Heo/oh-my-claudecode,https://github.com/Yeachan-Heo/oh-my-claudecode,244
naptha/tesseract.js,https://github.com/naptha/tesseract.js,57
gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,1
bytedance/UI-TARS-desktop,https://github.com/bytedance/UI-TARS-desktop,38
google-research/google-research,https://github.com/google-research/google-research,0
chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,31
kilimchoi/engineering-blogs,https://github.com/kilimchoi/engineering-blogs,0
huiyadanli/RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,21
httpie/cli,https://github.com/httpie/cli,47
google/langextract,https://github.com/google/langextract,18
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,296
istio/istio,https://github.com/istio/istio,448
portainer/portainer,https://github.com/portainer/portainer,189
umami-software/umami,https://github.com/umami-software/umami,109
frappe/erpnext,https://github.com/frappe/erpnext,1000
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,11
PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,44
impress/impress.js,https://github.com/impress/impress.js,15
huihut/interview,https://github.com/huihut/interview,0
ueberdosis/tiptap,https://github.com/ueberdosis/tiptap,984
xyflow/xyflow,https://github.com/xyflow/xyflow,384
docker/compose,https://github.com/docker/compose,284
harness/harness,https://github.com/harness/harness,59
github/awesome-copilot,https://github.com/github/awesome-copilot,0
hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,117
vlang/v,https://github.com/vlang/v,304
FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,0
PostHog/posthog,https://github.com/PostHog/posthog,899
servo/servo,https://github.com/servo/servo,13
anthropics/prompt-eng-interactive-tutorial,https://github.com/anthropics/prompt-eng-interactive-tutorial,0
denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,25
TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,8
NervJS/taro,https://github.com/NervJS/taro,211
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,0
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,8
shiyu-coder/Kronos,https://github.com/shiyu-coder/Kronos,0
Wei-Shaw/sub2api,https://github.com/Wei-Shaw/sub2api,38
karpathy/LLM101n,https://github.com/karpathy/LLM101n,0
alibaba/arthas,https://github.com/alibaba/arthas,78
TriliumNext/Trilium,https://github.com/TriliumNext/Trilium,353
aquasecurity/trivy,https://github.com/aquasecurity/trivy,92
alebcay/awesome-shell,https://github.com/alebcay/awesome-shell,0
directus/directus,https://github.com/directus/directus,372
PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,0
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,127
stanfordnlp/dspy,https://github.com/stanfordnlp/dspy,110
exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,7
pbatard/rufus,https://github.com/pbatard/rufus,90
eugenp/tutorials,https://github.com/eugenp/tutorials,0
openai/gym,https://github.com/openai/gym,19
0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,0
myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,0
SagerNet/sing-box,https://github.com/SagerNet/sing-box,584
IceWhaleTech/CasaOS,https://github.com/IceWhaleTech/CasaOS,97
huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,78
markedjs/marked,https://github.com/markedjs/marked,179
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,2
lfnovo/open-notebook,https://github.com/lfnovo/open-notebook,42
patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,0
fastify/fastify,https://github.com/fastify/fastify,322
AobingJava/JavaFamily,https://github.com/AobingJava/JavaFamily,0
mouredev/Hello-Python,https://github.com/mouredev/Hello-Python,0
Textualize/textual,https://github.com/Textualize/textual,223
babysor/MockingBird,https://github.com/babysor/MockingBird,1
soxoj/maigret,https://github.com/soxoj/maigret,29
CopilotKit/CopilotKit,https://github.com/CopilotKit/CopilotKit,1000
shadowsocks/shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,186
musistudio/claude-code-router,https://github.com/musistudio/claude-code-router,22
Dokploy/dokploy,https://github.com/Dokploy/dokploy,168
veggiemonk/awesome-docker,https://github.com/veggiemonk/awesome-docker,1
ashishpatel26/500-AI-Agents-Projects,https://github.com/ashishpatel26/500-AI-Agents-Projects,0
google-ai-edge/mediapipe,https://github.com/google-ai-edge/mediapipe,67
ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,48
microsoft/Data-Science-For-Beginners,https://github.com/microsoft/Data-Science-For-Beginners,0
typeorm/typeorm,https://github.com/typeorm/typeorm,45
date-fns/date-fns,https://github.com/date-fns/date-fns,127
jaywcjlove/linux-command,https://github.com/jaywcjlove/linux-command,32
mpv-player/mpv,https://github.com/mpv-player/mpv,89
1Panel-dev/1Panel,https://github.com/1Panel-dev/1Panel,125
khoj-ai/khoj,https://github.com/khoj-ai/khoj,173
inkonchain/docs,https://github.com/inkonchain/docs,0
xinntao/Real-ESRGAN,https://github.com/xinntao/Real-ESRGAN,10
inkonchain/node,https://github.com/inkonchain/node,6
hankcs/HanLP,https://github.com/hankcs/HanLP,62
doocs/leetcode,https://github.com/doocs/leetcode,21
nextcloud/server,https://github.com/nextcloud/server,462
songquanpeng/one-api,https://github.com/songquanpeng/one-api,55
glanceapp/glance,https://github.com/glanceapp/glance,34
open-guides/og-aws,https://github.com/open-guides/og-aws,0
inkonchain/ink-kit,https://github.com/inkonchain/ink-kit,0
GorvGoyl/Clone-Wars,https://github.com/GorvGoyl/Clone-Wars,0
blader/humanizer,https://github.com/blader/humanizer,4
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,0
tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,56
formulahendry/955.WLB,https://github.com/formulahendry/955.WLB,0
SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,0
reworkd/AgentGPT,https://github.com/reworkd/AgentGPT,12
HKUDS/DeepTutor,https://github.com/HKUDS/DeepTutor,67
keycloak/keycloak,https://github.com/keycloak/keycloak,111
microsoft/playwright-mcp,https://github.com/microsoft/playwright-mcp,69
ItzCrazyKns/Vane,https://github.com/ItzCrazyKns/Vane,34
PDFMathTranslate/PDFMathTranslate,https://github.com/PDFMathTranslate/PDFMathTranslate,24
AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,244
jax-ml/jax,https://github.com/jax-ml/jax,140
hashicorp/vault,https://github.com/hashicorp/vault,182
pnpm/pnpm,https://github.com/pnpm/pnpm,1000
firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,90
geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,0
carbon-app/carbon,https://github.com/carbon-app/carbon,215
lerna/lerna,https://github.com/lerna/lerna,252
slatedocs/slate,https://github.com/slatedocs/slate,28
zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,0
Crosstalk-Solutions/project-nomad,https://github.com/Crosstalk-Solutions/project-nomad,76
chatwoot/chatwoot,https://github.com/chatwoot/chatwoot,148
filebrowser/filebrowser,https://github.com/filebrowser/filebrowser,157
medusajs/medusa,https://github.com/medusajs/medusa,163
wailsapp/wails,https://github.com/wailsapp/wails,355
Yuan1z0825/nature-skills,https://github.com/Yuan1z0825/nature-skills,0
solidjs/solid,https://github.com/solidjs/solid,37
OpenBMB/VoxCPM,https://github.com/OpenBMB/VoxCPM,14
XingangPan/DragGAN,https://github.com/XingangPan/DragGAN,0
junegunn/vim-plug,https://github.com/junegunn/vim-plug,8
alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react,0
airbnb/lottie-android,https://github.com/airbnb/lottie-android,63
searxng/searxng,https://github.com/searxng/searxng,0
jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,0
koajs/koa,https://github.com/koajs/koa,18
opentofu/manifesto,https://github.com/opentofu/manifesto,0
gchq/CyberChef,https://github.com/gchq/CyberChef,458
restic/restic,https://github.com/restic/restic,51
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,0
microsoft/graphrag,https://github.com/microsoft/graphrag,41
permissionlesstech/bitchat,https://github.com/permissionlesstech/bitchat,20
continuedev/continue,https://github.com/continuedev/continue,827
refinedev/refine,https://github.com/refinedev/refine,1000
