repositorio,url,ultima_atualizacao,dias_desde_ultima_atualizacao
hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,2026-08-18T13:12:17Z,0.3
exelban/stats,https://github.com/exelban/stats,2026-08-18T20:20:54Z,0.0
nwjs/nw.js,https://github.com/nwjs/nw.js,2026-08-18T13:01:25Z,0.31
styled-components/styled-components,https://github.com/styled-components/styled-components,2026-08-18T01:24:28Z,0.79
XTLS/Xray-core,https://github.com/XTLS/Xray-core,2026-08-18T16:28:51Z,0.17
luongnv89/claude-howto,https://github.com/luongnv89/claude-howto,2026-08-18T20:28:49Z,-0.0
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,2026-08-18T15:00:22Z,0.23
bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,2026-08-17T13:32:21Z,1.29
amruthpillai/reactive-resume,https://github.com/amruthpillai/reactive-resume,2026-08-18T20:22:45Z,0.0
zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,2026-08-18T13:37:02Z,0.28
gkd-kit/gkd,https://github.com/gkd-kit/gkd,2026-08-18T19:31:55Z,0.04
goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,2026-08-18T20:27:31Z,-0.0
vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,2026-08-18T20:28:29Z,-0.0
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,2026-08-18T17:39:59Z,0.12
Hmbown/CodeWhale,https://github.com/Hmbown/CodeWhale,2026-08-18T20:28:23Z,-0.0
vim/vim,https://github.com/vim/vim,2026-08-18T19:46:39Z,0.03
facebookresearch/faiss,https://github.com/facebookresearch/faiss,2026-08-18T14:45:05Z,0.24
ashishps1/awesome-system-design-resources,https://github.com/ashishps1/awesome-system-design-resources,2026-08-18T20:27:27Z,-0.0
appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,2026-08-18T20:12:40Z,0.01
remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,2026-08-18T17:59:33Z,0.1
chatanywhere/GPT_API_free,https://github.com/chatanywhere/GPT_API_free,2026-08-18T19:42:22Z,0.03
bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,2026-08-18T17:29:21Z,0.12
PatrickJS/awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,2026-08-18T17:21:43Z,0.13
GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,2026-08-18T16:13:58Z,0.18
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,2026-08-18T17:33:18Z,0.12
trpc/trpc,https://github.com/trpc/trpc,2026-08-18T08:42:29Z,0.49
pingcap/tidb,https://github.com/pingcap/tidb,2026-08-18T19:39:37Z,0.03
ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,2026-08-18T20:13:02Z,0.01
duckdb/duckdb,https://github.com/duckdb/duckdb,2026-08-18T20:16:17Z,0.01
wg/wrk,https://github.com/wg/wrk,2026-08-18T14:54:56Z,0.23
LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,2026-08-18T20:27:52Z,-0.0
php/php-src,https://github.com/php/php-src,2026-08-18T19:55:55Z,0.02
nushell/nushell,https://github.com/nushell/nushell,2026-08-18T19:03:00Z,0.06
CorentinTh/it-tools,https://github.com/CorentinTh/it-tools,2026-08-18T19:43:44Z,0.03
ManimCommunity/manim,https://github.com/ManimCommunity/manim,2026-08-18T18:42:22Z,0.07
outline/outline,https://github.com/outline/outline,2026-08-18T19:00:12Z,0.06
phaserjs/phaser,https://github.com/phaserjs/phaser,2026-08-18T17:01:55Z,0.14
microsoft/BitNet,https://github.com/microsoft/BitNet,2026-08-18T16:26:52Z,0.17
photoprism/photoprism,https://github.com/photoprism/photoprism,2026-08-18T19:24:28Z,0.04
gofiber/fiber,https://github.com/gofiber/fiber,2026-08-18T20:05:55Z,0.01
google-research/bert,https://github.com/google-research/bert,2026-08-18T19:43:05Z,0.03
evanw/esbuild,https://github.com/evanw/esbuild,2026-08-18T16:37:03Z,0.16
Kong/insomnia,https://github.com/Kong/insomnia,2026-08-18T18:09:27Z,0.1
langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,2026-08-18T19:08:57Z,0.05
go-gorm/gorm,https://github.com/go-gorm/gorm,2026-08-18T17:07:34Z,0.14
schollz/croc,https://github.com/schollz/croc,2026-08-18T20:07:38Z,0.01
koalaman/shellcheck,https://github.com/koalaman/shellcheck,2026-08-18T20:23:34Z,0.0
siddharthvaddem/openscreen,https://github.com/siddharthvaddem/openscreen,2026-08-18T17:46:39Z,0.11
videojs/video.js,https://github.com/videojs/video.js,2026-08-18T02:43:58Z,0.74
llvm/llvm-project,https://github.com/llvm/llvm-project,2026-08-18T20:12:15Z,0.01
2noise/ChatTTS,https://github.com/2noise/ChatTTS,2026-08-18T17:22:57Z,0.13
vadimdemedes/ink,https://github.com/vadimdemedes/ink,2026-08-18T17:12:06Z,0.14
novuhq/novu,https://github.com/novuhq/novu,2026-08-18T18:52:12Z,0.07
mindsdb/mindshub,https://github.com/mindsdb/mindshub,2026-08-18T19:37:26Z,0.03
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,2026-08-18T20:07:24Z,0.01
floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,2026-08-18T14:48:47Z,0.23
google/styleguide,https://github.com/google/styleguide,2026-08-18T14:32:12Z,0.25
lm-sys/FastChat,https://github.com/lm-sys/FastChat,2026-08-18T13:12:18Z,0.3
halo-dev/halo,https://github.com/halo-dev/halo,2026-08-18T17:31:12Z,0.12
DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,2026-08-18T20:28:42Z,-0.0
QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,2026-08-18T16:58:44Z,0.14
TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,2026-08-18T20:16:43Z,0.01
pola-rs/polars,https://github.com/pola-rs/polars,2026-08-18T19:16:32Z,0.05
AstrBotDevs/AstrBot,https://github.com/AstrBotDevs/AstrBot,2026-08-18T20:10:51Z,0.01
google/leveldb,https://github.com/google/leveldb,2026-08-18T18:47:31Z,0.07
freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,2026-08-18T16:51:06Z,0.15
suno-ai/bark,https://github.com/suno-ai/bark,2026-08-18T18:15:04Z,0.09
ShareX/ShareX,https://github.com/ShareX/ShareX,2026-08-18T19:50:30Z,0.03
drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,2026-08-18T16:56:21Z,0.15
bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,2026-08-18T20:30:42Z,-0.0
HKUDS/LightRAG,https://github.com/HKUDS/LightRAG,2026-08-18T17:48:02Z,0.11
google/googletest,https://github.com/google/googletest,2026-08-18T14:53:40Z,0.23
wshobson/agents,https://github.com/wshobson/agents,2026-08-18T20:23:27Z,0.0
deepseek-ai/awesome-deepseek-integration,https://github.com/deepseek-ai/awesome-deepseek-integration,2026-08-18T18:49:53Z,0.07
datalab-to/marker,https://github.com/datalab-to/marker,2026-08-18T17:35:32Z,0.12
mattermost/mattermost,https://github.com/mattermost/mattermost,2026-08-18T19:34:29Z,0.04
rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,2026-08-18T19:27:12Z,0.04
RSSNext/Folo,https://github.com/RSSNext/Folo,2026-08-18T14:45:39Z,0.24
preactjs/preact,https://github.com/preactjs/preact,2026-08-18T16:38:35Z,0.16
Dogfalo/materialize,https://github.com/Dogfalo/materialize,2026-08-18T03:35:21Z,0.7
aseprite/aseprite,https://github.com/aseprite/aseprite,2026-08-18T19:36:18Z,0.04
YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,2026-08-18T19:00:52Z,0.06
DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,2026-08-18T19:23:32Z,0.04
spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,2026-08-18T19:04:02Z,0.06
lapce/lapce,https://github.com/lapce/lapce,2026-08-18T19:29:56Z,0.04
ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,2026-08-18T19:54:59Z,0.02
ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,2026-08-18T18:43:14Z,0.07
Yeachan-Heo/oh-my-claudecode,https://github.com/Yeachan-Heo/oh-my-claudecode,2026-08-18T20:29:49Z,-0.0
naptha/tesseract.js,https://github.com/naptha/tesseract.js,2026-08-18T11:04:57Z,0.39
gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,2026-08-18T16:26:51Z,0.17
bytedance/UI-TARS-desktop,https://github.com/bytedance/UI-TARS-desktop,2026-08-18T19:01:32Z,0.06
google-research/google-research,https://github.com/google-research/google-research,2026-08-18T19:32:44Z,0.04
chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,2026-08-18T14:35:18Z,0.24
kilimchoi/engineering-blogs,https://github.com/kilimchoi/engineering-blogs,2026-08-18T14:40:56Z,0.24
huiyadanli/RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,2026-08-18T15:38:39Z,0.2
httpie/cli,https://github.com/httpie/cli,2026-08-18T19:51:11Z,0.02
google/langextract,https://github.com/google/langextract,2026-08-18T19:23:58Z,0.04
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,2026-08-18T20:11:44Z,0.01
istio/istio,https://github.com/istio/istio,2026-08-18T20:10:59Z,0.01
portainer/portainer,https://github.com/portainer/portainer,2026-08-18T20:13:21Z,0.01
umami-software/umami,https://github.com/umami-software/umami,2026-08-18T20:20:57Z,0.0
frappe/erpnext,https://github.com/frappe/erpnext,2026-08-18T20:02:49Z,0.02
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,2026-08-18T19:43:41Z,0.03
PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,2026-08-18T15:39:19Z,0.2
impress/impress.js,https://github.com/impress/impress.js,2026-08-18T02:26:10Z,0.75
huihut/interview,https://github.com/huihut/interview,2026-08-18T16:30:19Z,0.16
ueberdosis/tiptap,https://github.com/ueberdosis/tiptap,2026-08-18T19:57:46Z,0.02
xyflow/xyflow,https://github.com/xyflow/xyflow,2026-08-18T18:34:35Z,0.08
docker/compose,https://github.com/docker/compose,2026-08-18T15:36:35Z,0.2
harness/harness,https://github.com/harness/harness,2026-08-18T19:32:50Z,0.04
github/awesome-copilot,https://github.com/github/awesome-copilot,2026-08-18T20:20:45Z,0.0
hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,2026-08-18T18:55:41Z,0.06
vlang/v,https://github.com/vlang/v,2026-08-18T18:57:41Z,0.06
FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,2026-08-18T09:14:05Z,0.47
PostHog/posthog,https://github.com/PostHog/posthog,2026-08-18T20:27:00Z,-0.0
servo/servo,https://github.com/servo/servo,2026-08-18T20:28:07Z,-0.0
anthropics/prompt-eng-interactive-tutorial,https://github.com/anthropics/prompt-eng-interactive-tutorial,2026-08-18T20:29:52Z,-0.0
denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,2026-08-18T16:08:18Z,0.18
TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,2026-08-18T14:10:52Z,0.26
NervJS/taro,https://github.com/NervJS/taro,2026-08-18T06:24:55Z,0.58
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,2026-08-18T15:32:20Z,0.2
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,2026-08-18T20:16:57Z,0.01
shiyu-coder/Kronos,https://github.com/shiyu-coder/Kronos,2026-08-18T20:08:35Z,0.01
Wei-Shaw/sub2api,https://github.com/Wei-Shaw/sub2api,2026-08-18T19:39:41Z,0.03
karpathy/LLM101n,https://github.com/karpathy/LLM101n,2026-08-18T09:58:18Z,0.44
alibaba/arthas,https://github.com/alibaba/arthas,2026-08-18T17:19:44Z,0.13
TriliumNext/Trilium,https://github.com/TriliumNext/Trilium,2026-08-18T19:56:05Z,0.02
aquasecurity/trivy,https://github.com/aquasecurity/trivy,2026-08-18T20:22:30Z,0.0
alebcay/awesome-shell,https://github.com/alebcay/awesome-shell,2026-08-18T19:29:40Z,0.04
directus/directus,https://github.com/directus/directus,2026-08-18T18:35:04Z,0.08
PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,2026-08-18T15:18:23Z,0.21
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,2026-08-18T13:10:47Z,0.3
stanfordnlp/dspy,https://github.com/stanfordnlp/dspy,2026-08-18T20:25:46Z,0.0
exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,2026-08-18T09:09:35Z,0.47
pbatard/rufus,https://github.com/pbatard/rufus,2026-08-18T19:03:52Z,0.06
eugenp/tutorials,https://github.com/eugenp/tutorials,2026-08-18T20:10:52Z,0.01
openai/gym,https://github.com/openai/gym,2026-08-18T13:29:04Z,0.29
0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,2026-08-18T09:49:03Z,0.44
myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,2026-08-18T20:17:03Z,0.01
SagerNet/sing-box,https://github.com/SagerNet/sing-box,2026-08-18T18:56:00Z,0.06
IceWhaleTech/CasaOS,https://github.com/IceWhaleTech/CasaOS,2026-08-18T18:16:49Z,0.09
huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,2026-08-18T09:01:18Z,0.48
markedjs/marked,https://github.com/markedjs/marked,2026-08-18T16:36:42Z,0.16
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,2026-08-18T07:54:36Z,0.52
lfnovo/open-notebook,https://github.com/lfnovo/open-notebook,2026-08-18T19:36:46Z,0.03
patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,2026-08-18T18:02:22Z,0.1
fastify/fastify,https://github.com/fastify/fastify,2026-08-18T19:54:20Z,0.02
AobingJava/JavaFamily,https://github.com/AobingJava/JavaFamily,2026-08-18T16:15:23Z,0.17
mouredev/Hello-Python,https://github.com/mouredev/Hello-Python,2026-08-18T18:14:19Z,0.09
Textualize/textual,https://github.com/Textualize/textual,2026-08-18T19:51:49Z,0.02
babysor/MockingBird,https://github.com/babysor/MockingBird,2026-08-17T09:29:57Z,1.46
soxoj/maigret,https://github.com/soxoj/maigret,2026-08-18T18:52:22Z,0.07
CopilotKit/CopilotKit,https://github.com/CopilotKit/CopilotKit,2026-08-18T19:47:49Z,0.03
shadowsocks/shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,2026-08-18T09:05:47Z,0.47
musistudio/claude-code-router,https://github.com/musistudio/claude-code-router,2026-08-18T20:00:50Z,0.02
Dokploy/dokploy,https://github.com/Dokploy/dokploy,2026-08-18T20:23:47Z,0.0
veggiemonk/awesome-docker,https://github.com/veggiemonk/awesome-docker,2026-08-18T20:30:22Z,-0.0
ashishpatel26/500-AI-Agents-Projects,https://github.com/ashishpatel26/500-AI-Agents-Projects,2026-08-18T20:02:21Z,0.02
google-ai-edge/mediapipe,https://github.com/google-ai-edge/mediapipe,2026-08-18T19:28:01Z,0.04
ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,2026-08-18T19:31:58Z,0.04
microsoft/Data-Science-For-Beginners,https://github.com/microsoft/Data-Science-For-Beginners,2026-08-18T19:13:34Z,0.05
typeorm/typeorm,https://github.com/typeorm/typeorm,2026-08-18T03:40:24Z,0.7
